session_duration,pages_viewed,purchase_amount,device,source,location,group,converted,customer_segment,ad_spend
318.7849009172836,10,58.532015450515544,mobile,organic,EU,treatment,0,medium,238.5233789360574
269.9680655040597,1,50.29430591677552,mobile,direct,EU,treatment,0,low,400.70131939376915
285.41531251033615,5,68.24841591201147,mobile,referral,US,treatment,1,low,209.72388402015878
269.91466938853017,3,40.186740634825355,desktop,organic,US,control,0,high,492.1469426928197
392.6139092254469,8,35.95183056072493,desktop,paid,APAC,control,0,low,131.3464636854064
299.3251387631033,7,51.07207962040134,mobile,organic,APAC,treatment,0,low,315.9440082356607
247.114453552205,3,54.81124927564006,desktop,referral,US,treatment,1,low,90.3646836537146
341.12724560515943,1,65.98883947587784,desktop,paid,APAC,control,1,low,380.2387927972919
238.9578175014489,5,49.2009154733745,mobile,organic,EU,treatment,0,low,497.6391596278872
310.4431797502378,3,52.0507533923463,mobile,referral,US,control,0,high,418.6123869882345
202.01649380601123,6,33.76617470058757,tablet,organic,US,control,0,high,300.06659332413557
233.59069755507846,3,68.88436939614257,desktop,organic,APAC,treatment,0,low,268.1336108298614
309.8430617934562,4,48.357580149679684,mobile,organic,APAC,treatment,0,low,425.7634825700811
336.92332899977055,5,56.97586970339199,mobile,paid,EU,treatment,0,medium,471.1883381198259
308.56841405949854,8,41.63908329780374,mobile,organic,EU,control,0,low,495.1429366091418
294.217585880588,7,53.08009902217341,mobile,organic,US,control,0,low,228.44265240401785
284.9448152205356,5,36.97155236475255,desktop,organic,US,treatment,0,high,495.9128636575305
226.07390048162864,4,54.520678382596714,mobile,organic,US,control,0,low,120.16681347822417
264.00778958026456,6,51.928673383168956,desktop,referral,US,treatment,1,low,164.09739916935914
276.9680614520106,8,58.62670616066108,desktop,organic,EU,treatment,1,low,90.05725613025328
352.8561113109458,4,65.14657090795632,mobile,organic,LATAM,treatment,1,low,172.28233241801675
317.18091447842306,3,37.6745968877972,mobile,paid,US,control,0,low,395.571898228105
211.84799223186332,2,43.15508269387203,mobile,referral,US,treatment,0,low,433.81596118030234
316.20419846973977,3,54.573242810867654,desktop,referral,EU,control,0,low,400.5016902961573
280.74588597918415,9,77.80568789735915,mobile,paid,APAC,control,1,medium,333.9796001754633
266.1538999847021,5,59.3029091666275,desktop,organic,APAC,control,1,low,281.2849306351905
330.5838144420434,4,64.29145692573644,desktop,referral,APAC,control,1,low,368.91693014614094
351.5499761247975,7,48.930285301415196,mobile,paid,EU,treatment,0,medium,225.8750971702498
346.56400595580993,8,69.422455947563,tablet,organic,APAC,control,0,high,428.5887581748658
258.0391238388681,4,32.52778333034745,tablet,direct,US,control,0,low,354.73554228955345
284.53938120743925,4,50.94621044669358,mobile,organic,US,treatment,0,low,364.01211432248385
316.5631715701782,8,46.255733266139266,mobile,direct,US,control,1,low,291.17119690808204
348.77725635611796,5,24.934284294632832,tablet,referral,EU,treatment,0,medium,448.35304289502767
276.0412881077355,5,52.97462053117817,tablet,paid,LATAM,control,0,low,163.40663015557362
290.71705116680914,6,51.39497796147459,mobile,direct,APAC,control,0,low,221.51644401247282
244.68325129969858,7,47.15163062257798,mobile,referral,US,treatment,0,low,399.93915635496006
240.18966879596647,2,48.93805909960247,mobile,organic,US,control,0,low,271.737003258202
340.6262911197099,1,80.98299434071258,tablet,paid,US,treatment,0,low,450.14630604088586
367.8120014285412,7,49.306645553216825,mobile,organic,US,control,1,low,205.87969389328353
296.39949392098333,5,64.53446964196425,mobile,organic,EU,control,1,high,216.19857596884015
350.1766448946012,4,43.50635180386119,desktop,referral,LATAM,control,0,medium,449.9311052239814
318.0818012523817,4,52.95232575040603,mobile,organic,LATAM,control,0,low,258.9666440819185
267.7440122697438,3,47.61766324944382,desktop,organic,EU,control,0,low,282.25606289111903
318.0697802754207,8,45.8948151727027,mobile,paid,APAC,treatment,0,low,199.74367190105573
376.90182832329845,7,78.84674352289073,desktop,referral,EU,control,1,low,174.50147398058687
298.2086980445024,1,61.77184963184339,mobile,organic,US,control,0,high,345.1769198772764
378.23218279070034,2,51.36746647399231,desktop,organic,EU,control,0,high,103.92829769354174
169.0127447955128,4,26.957880640560333,desktop,organic,EU,treatment,0,low,445.67268853230917
341.0951252187612,6,46.389907767474305,mobile,paid,APAC,treatment,0,low,400.64141154429853
304.35235341190855,4,77.03027564405083,mobile,organic,US,treatment,0,low,135.83671866761125
285.0496324767066,6,47.69338333360292,mobile,paid,US,treatment,0,medium,362.3089756210544
304.5880388267751,8,61.032175720536586,mobile,organic,US,control,0,medium,321.1848145785357
200.62155426995537,7,64.419424019526,desktop,organic,LATAM,control,0,high,133.04077283148985
289.0164056081244,5,60.636492959375346,desktop,direct,US,treatment,1,medium,172.94157772260462
317.85562857558733,2,41.58178368131848,mobile,organic,APAC,treatment,0,low,234.04392668022547
373.8947022370758,1,25.646876682171115,desktop,paid,APAC,control,0,medium,364.65923086046325
274.0864890863176,7,56.84163208608955,desktop,organic,US,control,0,medium,337.42553396765265
259.57531985534064,4,41.85243997176452,desktop,paid,EU,treatment,0,medium,289.50568145451405
274.91214782077316,1,51.76150451887692,mobile,paid,APAC,treatment,0,low,395.7847444013154
345.7701058851037,6,37.50179660410636,mobile,organic,US,control,0,medium,391.07198282277466
316.43755548298424,5,47.34762459529798,mobile,organic,LATAM,treatment,0,medium,328.03661932801515
273.51198981164805,8,50.33719054901053,mobile,organic,US,control,0,medium,404.14553752317136
325.6633716556678,5,52.68593581044298,mobile,paid,US,control,0,medium,200.41851865064413
304.853877467402,4,38.85177812647586,mobile,referral,APAC,control,0,medium,446.5622877451725
348.43224952664445,10,61.96910948761352,mobile,paid,APAC,control,0,medium,326.7095386108733
264.89734530613237,7,44.03105215268029,desktop,paid,LATAM,control,0,medium,420.06358121559373
283.6168926701116,4,42.39334189642139,mobile,organic,EU,treatment,1,medium,295.82559715562775
280.3945923433921,8,48.90976580036536,mobile,organic,LATAM,control,0,low,148.29721024490618
226.82425259339408,5,52.417523036615314,mobile,organic,APAC,treatment,1,low,294.08455790523885
314.8060138532288,5,51.6058943317176,mobile,organic,APAC,control,0,low,217.00024869946463
313.05276360899444,5,63.621324036850794,mobile,organic,EU,control,0,medium,363.87456621669253
300.255672832123,2,47.6355116326414,mobile,paid,US,treatment,0,medium,264.1072062806311
288.27064333124264,3,48.803803756312284,mobile,paid,LATAM,treatment,0,high,426.25076221745945
229.23146289747928,4,50.750541711016524,mobile,direct,US,treatment,1,low,355.1326305448625
278.96773386173203,9,58.20553502887897,mobile,organic,EU,treatment,0,low,358.04499486409577
282.8642741736615,0,51.843090640781035,mobile,paid,US,control,0,low,147.71990007097924
259.88613653891906,5,45.79972272705837,desktop,referral,EU,control,0,low,492.91239492108065
291.93571441669957,5,44.191282978180716,mobile,paid,US,treatment,1,medium,428.7538441721699
320.2025428407269,5,64.44412195055088,mobile,organic,US,treatment,0,low,405.0521980523126
394.3092950605265,5,37.72320035543943,mobile,organic,APAC,treatment,0,medium,198.59685132201236
308.72889064159193,4,56.55490637732177,mobile,organic,US,treatment,1,medium,291.03424378125436
312.8775195361382,9,53.58344511076003,mobile,organic,EU,treatment,0,low,111.6964346334479
296.2777042116916,6,38.034420713833136,mobile,referral,US,control,0,high,292.3141894982177
204.06143923504794,2,35.064902217468564,desktop,organic,US,treatment,0,low,115.65016091747927
298.67430622753915,6,28.76052417299335,mobile,organic,US,treatment,0,low,298.86702979532055
303.01151049705135,6,57.20996952905636,mobile,referral,APAC,treatment,0,high,341.92484606970754
423.1621056242643,6,44.54813755273678,desktop,referral,US,control,0,high,225.58818526245605
290.3819517609439,5,79.2727009247333,tablet,paid,LATAM,control,0,low,274.34519524908194
315.07736711668065,2,40.05644934369127,mobile,paid,US,control,0,low,444.0440244535637
298.26441151473784,5,40.785489765710786,mobile,organic,US,control,0,low,98.85341511626422
241.5660981190234,3,59.5397055943569,mobile,organic,US,treatment,1,low,406.2798018498438
357.14114072575103,3,52.43134655138489,mobile,organic,US,control,0,high,126.83954794828838
337.5966516343387,3,45.29796661214689,mobile,paid,APAC,control,0,medium,66.51859226208278
339.5515973521523,6,56.123322140025124,mobile,direct,APAC,control,0,low,133.50857123527152
254.53062726026306,6,40.21411610011346,desktop,organic,EU,treatment,0,high,394.26943548672034
370.13971554680495,4,36.18408281536419,mobile,paid,US,treatment,0,low,232.30673300158702
229.90744686038596,5,32.01785260590893,mobile,organic,US,control,0,low,442.6342325807819
329.3428546900135,5,27.76425832062803,mobile,paid,US,control,0,high,286.1183935320196
409.5227812904989,7,44.81930980524943,desktop,organic,LATAM,control,0,high,60.01265836684893
250.4731837434656,5,57.99784490498028,mobile,organic,US,treatment,1,high,372.52112432086705
271.6851135198614,3,43.68562972516817,desktop,referral,APAC,control,0,medium,99.60480892455472
304.98256825438204,4,62.43405797187162,mobile,paid,US,treatment,0,medium,405.220835057866
274.82621729419003,7,74.67370799933603,mobile,paid,US,control,1,low,125.646147412331
222.46682844669337,5,46.65197012555498,mobile,organic,US,control,0,medium,205.45087361248105
303.42814874030137,7,32.060788868080365,mobile,organic,US,treatment,0,high,392.5721433314121
246.88481431369476,8,44.33294891944947,mobile,organic,APAC,control,0,low,479.40411086438974
323.6796215317591,7,54.78223975311365,mobile,referral,US,treatment,1,medium,217.14527779102954
254.02878828830984,5,43.42865037721942,mobile,direct,APAC,control,0,low,423.2300990895211
377.496720250877,8,56.460564558980025,desktop,paid,US,treatment,1,low,135.85651946412742
260.83733538318813,4,43.465371042751926,mobile,organic,LATAM,treatment,0,medium,413.230896591121
283.89692418971623,6,46.134583841022405,mobile,referral,US,treatment,0,low,345.872326665313
340.6758608684835,8,43.64458901184443,mobile,paid,APAC,control,0,medium,136.73457824556579
238.45678417830223,6,52.08322508625592,desktop,paid,APAC,control,0,low,186.1267821581352
311.37299673020647,3,53.60368715904861,tablet,organic,LATAM,control,0,high,109.2968998686662
365.3571377141214,8,43.00740094751449,mobile,referral,US,treatment,1,low,222.33515497894098
219.62583827193862,4,68.24274842018028,mobile,paid,APAC,treatment,1,low,141.64188850547484
309.2316929266152,7,40.19937698159386,mobile,referral,US,control,0,low,339.79907913371306
312.9941397124212,2,33.82199386184663,tablet,referral,US,control,0,high,497.52729689925144
339.0911435888655,10,53.807780713650516,desktop,organic,US,control,0,medium,55.404123387918865
238.1524644560959,6,41.825918655856604,mobile,referral,US,control,0,medium,293.4139159792844
233.9771693457862,4,53.21291470757388,mobile,referral,LATAM,control,0,low,308.14996889705435
326.09707828084487,5,25.963313988994695,mobile,organic,US,control,0,low,461.3939553563653
314.8492336616593,6,81.85905769999613,mobile,organic,EU,treatment,1,low,277.7024006451219
312.52464251729384,4,56.72293408040402,desktop,organic,EU,treatment,0,medium,294.66563884021286
317.32241047484877,5,34.99523450836998,mobile,paid,EU,treatment,0,low,262.2437605977749
265.99876392107547,6,35.21222876153715,mobile,organic,EU,control,0,high,171.00693705266661
311.61268485805016,3,66.72265904097527,desktop,paid,US,treatment,0,medium,75.21310996201115
314.65362366493406,7,40.32402185453939,desktop,organic,EU,treatment,1,low,233.89595699442626
264.28242909868163,7,41.65815151267376,mobile,referral,US,control,0,low,73.66616205830533
393.28872555723785,8,36.63858940938045,desktop,organic,LATAM,treatment,1,medium,297.721611259663
323.6916460455894,4,46.49221794398446,mobile,organic,APAC,control,0,low,188.28213945903192
240.43482513986757,7,47.722803851642475,desktop,paid,LATAM,control,0,low,290.1210806864425
332.8276804316915,3,57.15493096769485,desktop,paid,US,control,0,low,110.433633977834
251.26591648863393,4,36.00921571815525,mobile,organic,US,control,0,medium,469.68348458271186
339.3542301871226,4,34.7971320775939,desktop,organic,US,treatment,0,medium,452.5345595974707
357.9297789503702,0,54.509626347764765,desktop,organic,US,control,0,low,135.49842914102803
258.9658840824145,1,60.06730071227065,mobile,referral,US,control,0,low,204.54992748230444
348.1688064622161,1,34.28847648882117,mobile,referral,EU,control,0,low,326.0717473333908
320.6390463468249,7,60.81514086299741,desktop,paid,US,treatment,0,medium,93.05879328765782
341.10300799972447,5,66.23679321290855,mobile,referral,EU,control,1,low,209.55551950226786
394.8396491326974,5,60.91805339074646,mobile,referral,APAC,treatment,0,low,163.00052906855274
287.73059419985645,8,58.83149305711501,desktop,organic,EU,treatment,1,high,461.9825279225135
262.3131917821255,3,32.75216546786701,desktop,direct,US,control,1,high,433.62978633014234
255.52427851872383,5,48.48032617683961,mobile,referral,US,control,0,high,310.92473357008873
259.2094857517281,3,60.6014381867127,mobile,organic,US,treatment,0,high,284.15585159220836
296.1449145292948,5,41.06253980916286,mobile,organic,US,control,0,low,468.8266075454287
317.0575987408322,1,46.12035031092548,mobile,organic,EU,control,0,low,469.5925023404669
313.8345399665009,7,48.23866496449022,mobile,organic,US,treatment,0,low,486.19855640824716
341.3591624518012,2,21.00486120131518,desktop,referral,APAC,control,0,low,106.42049784868445
300.65009459389535,4,66.71347575437477,mobile,paid,APAC,control,0,high,122.2510148434266
372.67670385786585,6,40.98624320102826,mobile,referral,EU,control,0,medium,354.531514405949
286.7671583381022,7,55.05735432472799,mobile,referral,US,control,0,medium,293.64551447443023
436.00845832948096,9,49.132988638517915,tablet,paid,US,treatment,0,low,58.309657201956185
331.2833673882503,4,62.5761905635936,mobile,paid,APAC,treatment,0,high,77.88876619528372
257.1421221791859,1,54.06056122428081,mobile,organic,US,treatment,0,high,449.6361720164623
246.45537509694438,4,58.297865668866756,mobile,organic,US,treatment,1,low,440.99185799272385
324.12362076215925,6,41.0648490748072,mobile,paid,US,control,0,high,210.77191489822033
288.82686073370746,3,57.978507013821385,mobile,organic,US,control,0,low,450.9727776187406
335.70002470460463,4,31.26558696045383,mobile,organic,APAC,control,0,low,317.1537834790558
323.66188122867726,2,56.45890420275892,mobile,referral,US,control,0,medium,412.65754115850586
296.3585543671564,6,47.243951584439046,mobile,paid,EU,treatment,1,medium,242.34398202209644
257.6603140965798,8,62.5228366195664,mobile,organic,US,treatment,0,low,101.02924730520894
224.25763876570676,7,51.61299542662695,mobile,paid,EU,control,0,low,245.1771781907073
277.67425239664897,2,56.44123767850109,mobile,referral,APAC,control,0,high,255.78490909860406
342.8199397161736,6,50.819888138247194,mobile,organic,APAC,control,0,medium,297.92488722827136
310.7046872065102,9,32.47622904859003,mobile,organic,US,control,0,medium,97.5122208069926
237.7130610644006,3,41.39270836604662,mobile,direct,US,control,0,low,496.1308383723251
308.6590462925591,8,56.72389337611382,desktop,organic,US,treatment,0,low,159.86156936310786
319.26586898644183,7,61.82080563738313,mobile,organic,EU,treatment,1,low,139.3485815916918
255.80712818994334,6,61.809899053056725,mobile,paid,EU,treatment,0,low,287.06131348517147
307.6862552972764,10,54.03274563037172,mobile,referral,EU,control,0,low,291.7436807276999
302.9104359223,5,40.3329810929734,tablet,organic,US,control,0,low,247.9193320249599
242.85148510846884,5,42.03935862279366,desktop,organic,EU,treatment,0,medium,397.35146584636453
317.88936801741414,5,57.61226872263172,mobile,organic,US,treatment,1,low,282.4944803278712
328.0392263184117,5,42.40293143977757,mobile,direct,APAC,treatment,1,high,324.36295481524286
354.1525621587638,4,83.85074346155815,mobile,organic,US,treatment,1,low,375.6858734335035
352.69010260174514,10,54.41746736377557,mobile,paid,APAC,treatment,0,low,61.261295703739975
231.11653160214544,3,62.27034597048872,mobile,direct,US,treatment,0,low,306.78988214527016
253.10874800424386,2,34.19396059190831,desktop,organic,US,control,0,low,447.88751205276617
325.75176336043296,6,62.445651603552555,mobile,direct,APAC,treatment,0,low,57.82493431644526
325.68929754561043,4,72.31498911027748,desktop,direct,US,control,0,high,232.3319467104325
325.7523843153024,4,36.79121644622683,mobile,referral,APAC,control,0,medium,466.8023525926235
492.63657453273606,8,57.71401794903767,desktop,organic,EU,treatment,0,low,208.919481027142
328.54452553465836,5,50.01109944687293,desktop,paid,EU,control,0,low,256.4279708901084
356.77828200902997,4,43.88870990695944,mobile,referral,US,control,1,medium,491.6936268699407
347.7000881746601,7,54.928839718518695,mobile,direct,US,control,0,medium,139.6957365277582
332.5695625652899,4,58.33603204837348,mobile,organic,EU,control,0,low,79.36483510625267
284.2365377679827,2,43.98873447331153,mobile,referral,US,control,0,medium,436.74016588758695
337.9484610246634,2,61.65916520255223,mobile,organic,EU,control,0,high,440.80940354556583
261.3587392731214,3,33.33236593210802,mobile,organic,US,control,0,medium,262.4350256060059
288.15906966299957,3,35.052438535503555,mobile,paid,US,control,0,high,281.3932285147788
275.7318226085448,8,54.433526852431314,tablet,referral,US,treatment,1,high,426.1128663280262
304.09370696931614,6,50.25385277972272,mobile,paid,US,control,0,high,382.3517741521078
415.73292833367543,0,42.834265115758946,tablet,paid,US,control,0,low,169.3170509976548
206.6367403704126,8,58.09594435971886,mobile,direct,APAC,treatment,0,medium,57.6020097821833
334.31300951872566,5,62.689727290592515,desktop,organic,APAC,treatment,1,medium,265.86507314009555
219.36420644051742,4,58.581390709340155,mobile,paid,US,treatment,0,medium,436.5105467430386
276.4034067105283,5,48.76863564647732,mobile,organic,LATAM,control,0,high,453.12560451057294
354.4475298483683,7,56.02580267978341,desktop,organic,EU,treatment,0,low,480.30178868426924
303.21400095477316,6,54.623553669185235,mobile,paid,LATAM,treatment,1,low,445.80345692575156
246.1127611035347,3,70.53818690086595,desktop,direct,APAC,treatment,0,low,311.01959988414427
264.23481453700157,4,41.87454229878014,mobile,paid,APAC,treatment,0,low,250.0725196562454
333.9798874467338,2,71.05297429458312,mobile,referral,US,treatment,0,low,398.68243094034455
263.48166841414314,4,50.34887947089408,mobile,organic,US,treatment,0,medium,382.9197354645184
310.8229294790987,1,36.24489110431257,desktop,organic,US,treatment,0,low,292.1645435366545
302.2785919951907,9,63.68079350488601,mobile,paid,APAC,control,0,medium,89.2973176513111
267.4199826197091,3,51.25901388394959,desktop,organic,US,treatment,0,medium,466.73660605411345
407.19720446626627,1,58.51124098380238,desktop,organic,APAC,treatment,0,low,255.02114187574796
331.6959511159006,5,62.238559185425935,mobile,paid,US,control,0,low,213.50020186231893
198.74287066711963,4,65.9072499259663,mobile,organic,APAC,treatment,1,medium,333.30532782594724
309.3227157384714,6,49.03752543601846,desktop,organic,US,control,1,medium,353.2270825251396
266.9106767615806,5,59.7571337766925,mobile,paid,US,control,0,high,144.80956266363563
342.6216667398112,8,50.007555074545955,mobile,paid,US,treatment,0,high,426.6224801644803
260.37396307836497,5,56.85857818608419,mobile,direct,US,control,0,high,180.47169214807005
294.26317792665503,7,28.462694262085385,mobile,paid,US,control,0,medium,134.00776666144253
325.24936394902284,4,54.46981717009852,mobile,paid,APAC,control,0,high,232.87993378452384
343.2877597085061,1,43.6141417485497,mobile,direct,US,control,0,high,378.7520364038594
239.9851796472112,5,66.5330963717853,desktop,referral,US,control,0,high,484.45618029791154
283.2749382079526,4,56.23087347889095,mobile,organic,APAC,control,0,low,414.17656896714493
276.2527344419522,3,52.398577458492966,mobile,organic,US,control,0,high,473.1567699515863
267.3335383713144,2,54.86309993350221,tablet,paid,LATAM,treatment,0,low,113.27261183443704
388.27271201405483,12,40.01559147123282,desktop,paid,LATAM,treatment,0,medium,82.02955948865454
320.2490855480478,5,66.23256690528054,desktop,referral,US,control,0,low,300.96714285800203
236.95580228324775,10,69.91370418416905,mobile,referral,US,treatment,0,low,180.63386736981545
345.8930973527388,6,53.92913510548216,desktop,paid,US,control,0,low,422.6247378361728
406.10780985063167,1,65.90403568573639,mobile,direct,APAC,control,0,low,352.39454213104676
351.62326302755736,6,44.308518013274664,mobile,paid,EU,control,0,low,486.8276737936075
224.03150170229932,2,42.02886433775019,mobile,organic,EU,treatment,0,high,164.6565600790869
275.78829635668745,4,50.40924748728923,mobile,referral,APAC,treatment,0,low,268.6028514598546
363.34555745933113,5,54.349410383678986,desktop,organic,US,control,0,low,275.558214841409
264.61652671906097,8,46.060133187568795,mobile,referral,APAC,control,0,low,157.6295576858193
322.1909714073114,4,55.37768190368484,desktop,direct,APAC,control,0,medium,315.5420297696035
338.73170267146685,2,53.06389482073414,desktop,paid,EU,treatment,0,low,249.4786937356578
253.65347642109586,1,46.171120653878695,mobile,paid,APAC,treatment,1,low,251.02470019544313
297.02373219691,8,67.74131086381125,mobile,paid,APAC,control,1,low,213.23149158761763
137.93663299654636,8,73.329826585413,mobile,organic,US,treatment,1,medium,57.61820859149078
248.7806179332855,4,51.71469317590391,mobile,organic,US,control,0,low,284.94285661165503
287.371592430342,1,68.4185108067635,mobile,paid,US,treatment,1,low,200.861526065149
237.6108409017575,9,37.82596206503048,tablet,referral,US,treatment,0,low,50.59394104294835
381.62056519658177,4,54.67950422131852,mobile,paid,LATAM,control,0,high,188.5746684478694
228.49293110196837,2,38.29719293603225,mobile,organic,US,treatment,0,low,175.38274989039064
277.9977756651508,4,42.19310114791414,desktop,paid,EU,treatment,1,medium,227.0516689506361
306.53702886430455,3,43.6906916626221,mobile,referral,EU,control,0,low,109.33339533952864
372.06366445330576,8,40.579398164257555,desktop,paid,US,control,0,low,278.45772108578797
228.20689244102803,9,44.52004181258862,mobile,paid,LATAM,treatment,0,low,361.5981586331585
358.158187607748,4,47.85849689288811,mobile,referral,APAC,control,0,low,333.5835060745576
300.51165305097936,4,58.371544863313844,mobile,paid,EU,control,0,low,411.6897264061358
250.92456744760244,5,46.78840961294298,mobile,paid,US,control,0,low,253.40372959418653
323.10517371316354,11,60.56433393874349,mobile,referral,US,treatment,1,low,283.5912786528777
309.9529847786735,8,61.4006784649516,desktop,organic,US,treatment,0,medium,414.6808733865425
269.98915614206027,6,41.629098663849604,mobile,direct,US,treatment,0,high,242.46552686865735
303.490104249501,2,63.32931691439728,tablet,organic,EU,treatment,1,low,365.7197074548186
280.73432015691196,8,54.46536506940711,mobile,organic,LATAM,control,0,medium,245.57106592309634
305.6758672625624,7,60.66108537519267,mobile,referral,EU,treatment,1,high,237.9812875302032
333.10653372605236,6,75.28695185286895,mobile,organic,APAC,treatment,1,high,392.09253103812216
379.3008408072676,5,54.79003143392759,tablet,referral,EU,control,0,low,128.67661195979503
238.10922505865756,3,41.38690420302892,mobile,referral,US,control,0,medium,202.3636873737081
406.65166873281333,5,81.16333859134451,mobile,referral,APAC,control,1,low,150.8775245361058
202.3956100238749,3,66.27911907888327,desktop,direct,US,treatment,1,medium,211.5994743354187
292.41074524822085,3,48.52659773378494,mobile,organic,APAC,treatment,0,low,153.6686700647108
329.41586032422885,7,59.63925423055571,desktop,referral,US,treatment,0,low,310.7325339889946
314.0495933867516,4,63.291475448181835,mobile,organic,US,treatment,1,low,409.1768611780304
268.8650240089703,4,53.99228192939327,desktop,paid,APAC,control,0,low,403.97587754805585
289.5938874821362,6,74.92183998600687,tablet,referral,EU,treatment,0,medium,214.0254340469566
275.34995326705837,6,47.248785717449536,desktop,organic,APAC,treatment,0,low,494.9421826524178
270.53176215278944,3,46.82239105982604,mobile,paid,LATAM,control,0,medium,317.23446411761034
342.48010485105124,4,51.16578512012464,mobile,paid,US,treatment,0,low,229.73013580023266
317.85077429825236,6,60.715159355810385,tablet,paid,EU,control,0,low,425.9926756586415
265.3545202369673,6,34.93465969809601,mobile,direct,US,treatment,0,medium,378.4433056891884
344.9799937716625,6,30.344441085234948,mobile,organic,EU,treatment,0,high,387.17390157084697
315.36497604383044,6,44.12884729379852,desktop,paid,APAC,treatment,0,low,138.2627073802422
340.643105941948,3,44.11712990024499,mobile,referral,US,treatment,1,low,260.7459383158498
331.4814420961806,5,45.75168652474362,mobile,paid,EU,control,0,high,437.8226588710712
258.5502494538964,2,64.45708762013896,mobile,organic,APAC,treatment,1,low,276.81710343294077
271.99094799015154,5,41.09251136447736,mobile,paid,US,control,0,high,357.55373453947266
337.36468025616307,3,35.731734232186575,mobile,organic,APAC,treatment,0,medium,314.57017986541905
330.5185132716732,3,50.69337161715348,desktop,organic,EU,treatment,0,low,429.0605544732719
298.9549203017926,5,58.625434846151705,mobile,referral,LATAM,treatment,0,low,178.05237789272118
305.8663691654391,11,35.813358947518424,desktop,paid,US,control,1,low,308.96387504886417
363.88324478942127,7,58.20232398305984,desktop,direct,US,treatment,0,low,105.45560060441179
270.4214305582085,7,58.17306203738326,desktop,referral,EU,treatment,0,high,360.59484951476054
327.3548690585019,4,59.54085102156628,mobile,paid,US,treatment,0,medium,379.3855272587204
289.8903673783053,1,62.18480214871686,desktop,organic,LATAM,control,0,medium,69.27679453504928
289.115939838639,4,72.02013924659616,mobile,paid,US,control,0,medium,354.1059336325933
354.93884259935953,5,46.439079513809446,mobile,organic,APAC,control,0,low,236.61056937460387
341.2708174494015,4,51.09571580077858,desktop,direct,EU,treatment,0,medium,105.84359424935705
340.67548180003195,4,45.83561566751975,mobile,organic,US,treatment,0,low,238.95839646431043
365.27394035771647,7,50.01976844755811,tablet,organic,US,treatment,0,medium,137.40481836301177
301.05019208163793,6,85.01920805332881,mobile,paid,EU,control,1,low,237.00178945549243
334.09764856474817,8,36.54985516069331,desktop,organic,EU,control,0,medium,222.95256258133747
284.4866621703272,4,41.38950327834424,mobile,organic,US,treatment,0,high,382.27623662122585
316.2083176244221,3,63.77180936504561,tablet,paid,LATAM,treatment,0,low,398.39700117486143
293.49284728161575,0,60.2003650690209,mobile,organic,US,treatment,0,low,323.162894473046
304.8497982496359,4,46.36868353182922,mobile,organic,US,treatment,0,medium,60.209078982101396
329.75785127184565,1,58.544020011207195,mobile,organic,EU,control,0,low,468.9600255819473
