session_duration,pages_viewed,device,source,converted
357.9297789503702,0,mobile,paid,0
258.9658840824145,1,mobile,organic,0
348.1688064622161,1,mobile,paid,0
320.6390463468249,7,mobile,paid,0
341.10300799972447,5,desktop,organic,0
394.8396491326974,5,mobile,organic,0
287.73059419985645,8,mobile,paid,0
262.3131917821255,3,desktop,paid,0
255.52427851872383,5,mobile,organic,0
259.2094857517281,3,desktop,paid,0
296.1449145292948,5,mobile,paid,1
317.0575987408322,1,mobile,referral,0
313.8345399665009,7,desktop,organic,0
341.3591624518012,2,mobile,referral,0
300.65009459389535,4,mobile,paid,0
372.67670385786585,6,mobile,organic,0
286.7671583381022,7,mobile,paid,0
436.00845832948096,9,desktop,paid,0
331.2833673882503,4,desktop,direct,1
257.1421221791859,1,tablet,organic,0
246.45537509694438,4,desktop,paid,0
324.12362076215925,6,mobile,organic,1
288.82686073370746,3,mobile,direct,0
335.70002470460463,4,mobile,organic,0
323.66188122867726,2,mobile,direct,0
296.3585543671564,6,mobile,direct,0
257.6603140965798,8,tablet,organic,0
224.25763876570676,7,mobile,referral,0
277.67425239664897,2,mobile,direct,0
342.8199397161736,6,mobile,organic,1
310.7046872065102,9,desktop,paid,1
237.7130610644006,3,desktop,paid,1
308.6590462925591,8,desktop,organic,0
319.26586898644183,7,mobile,organic,0
255.80712818994334,6,desktop,organic,0
307.6862552972764,10,mobile,organic,0
302.9104359223,5,desktop,paid,1
242.85148510846884,5,mobile,organic,0
317.88936801741414,5,mobile,referral,1
328.0392263184117,5,mobile,referral,0
354.1525621587638,4,desktop,organic,1
352.69010260174514,10,mobile,paid,1
231.11653160214544,3,desktop,paid,0
253.10874800424386,2,mobile,direct,0
325.75176336043296,6,mobile,organic,0
325.68929754561043,4,mobile,organic,0
325.7523843153024,4,mobile,direct,0
492.63657453273606,8,mobile,direct,0
328.54452553465836,5,mobile,referral,1
356.77828200902997,4,desktop,referral,0
347.7000881746601,7,mobile,organic,0
332.5695625652899,4,tablet,paid,0
284.2365377679827,2,mobile,organic,0
337.9484610246634,2,desktop,organic,0
261.3587392731214,3,mobile,referral,0
288.15906966299957,3,mobile,organic,0
275.7318226085448,8,mobile,paid,0
304.09370696931614,6,mobile,direct,0
415.73292833367543,0,desktop,organic,0
206.6367403704126,8,mobile,direct,0
334.31300951872566,5,mobile,direct,0
219.36420644051742,4,desktop,paid,0
276.4034067105283,5,mobile,organic,1
354.4475298483683,7,desktop,organic,0
303.21400095477316,6,mobile,paid,0
246.1127611035347,3,desktop,organic,0
264.23481453700157,4,mobile,organic,0
333.9798874467338,2,mobile,direct,1
263.48166841414314,4,mobile,organic,0
310.8229294790987,1,tablet,referral,0
302.2785919951907,9,mobile,organic,0
267.4199826197091,3,mobile,paid,0
407.19720446626627,1,desktop,direct,0
331.6959511159006,5,tablet,organic,0
198.74287066711963,4,desktop,organic,0
309.3227157384714,6,tablet,paid,0
266.9106767615806,5,mobile,referral,0
342.6216667398112,8,mobile,paid,0
260.37396307836497,5,desktop,organic,0
294.26317792665503,7,desktop,organic,0
325.24936394902284,4,mobile,direct,0
343.2877597085061,1,mobile,direct,0
239.9851796472112,5,desktop,paid,0
283.2749382079526,4,mobile,referral,0
276.2527344419522,3,mobile,paid,0
267.3335383713144,2,mobile,paid,0
388.27271201405483,12,mobile,organic,1
320.2490855480478,5,desktop,paid,0
236.95580228324775,10,mobile,paid,0
345.8930973527388,6,desktop,organic,0
406.10780985063167,1,mobile,paid,1
351.62326302755736,6,mobile,referral,0
224.03150170229932,2,desktop,paid,1
275.78829635668745,4,mobile,paid,1
363.34555745933113,5,mobile,direct,0
264.61652671906097,8,mobile,organic,1
322.1909714073114,4,mobile,paid,0
338.73170267146685,2,mobile,referral,0
253.65347642109586,1,desktop,paid,0
297.02373219691,8,desktop,organic,0
137.93663299654636,8,desktop,organic,0
248.7806179332855,4,mobile,referral,0
287.371592430342,1,mobile,paid,0
237.6108409017575,9,mobile,referral,0
381.62056519658177,4,mobile,paid,0
228.49293110196837,2,mobile,paid,0
277.9977756651508,4,mobile,referral,0
306.53702886430455,3,tablet,paid,0
372.06366445330576,8,mobile,organic,0
228.20689244102803,9,mobile,paid,0
358.158187607748,4,desktop,referral,0
300.51165305097936,4,mobile,organic,0
250.92456744760244,5,desktop,organic,0
323.10517371316354,11,desktop,organic,1
309.9529847786735,8,tablet,direct,0
269.98915614206027,6,mobile,organic,1
303.490104249501,2,desktop,paid,0
280.73432015691196,8,mobile,paid,0
305.6758672625624,7,desktop,paid,0
333.10653372605236,6,mobile,paid,0
379.3008408072676,5,mobile,organic,0
238.10922505865756,3,mobile,paid,0
406.65166873281333,5,mobile,referral,0
202.3956100238749,3,desktop,referral,0
292.41074524822085,3,desktop,organic,0
329.41586032422885,7,desktop,referral,0
314.0495933867516,4,mobile,paid,0
268.8650240089703,4,desktop,referral,0
289.5938874821362,6,mobile,paid,0
275.34995326705837,6,desktop,paid,0
270.53176215278944,3,tablet,direct,0
342.48010485105124,4,mobile,referral,1
317.85077429825236,6,desktop,paid,0
265.3545202369673,6,mobile,organic,0
344.9799937716625,6,mobile,organic,0
315.36497604383044,6,mobile,organic,0
340.643105941948,3,mobile,organic,0
331.4814420961806,5,desktop,organic,0
258.5502494538964,2,mobile,referral,0
271.99094799015154,5,mobile,organic,0
337.36468025616307,3,mobile,paid,0
330.5185132716732,3,desktop,organic,0
298.9549203017926,5,tablet,organic,0
305.8663691654391,11,desktop,organic,0
363.88324478942127,7,desktop,organic,0
270.4214305582085,7,mobile,referral,0
327.3548690585019,4,mobile,referral,0
289.8903673783053,1,mobile,organic,0
289.115939838639,4,mobile,paid,1
354.93884259935953,5,desktop,paid,0
341.2708174494015,4,mobile,referral,0
340.67548180003195,4,desktop,referral,0
365.27394035771647,7,mobile,paid,0
301.05019208163793,6,mobile,paid,0
334.09764856474817,8,mobile,referral,0
284.4866621703272,4,desktop,organic,0
316.2083176244221,3,desktop,paid,0
293.49284728161575,0,desktop,direct,0
304.8497982496359,4,mobile,referral,0
329.75785127184565,1,tablet,paid,0
259.0889658383264,4,mobile,paid,0
404.619363784273,3,mobile,organic,0
249.6991309250149,5,tablet,paid,0
239.2905693606134,6,mobile,paid,0
357.9055436750034,6,desktop,paid,0
339.5831346981468,4,mobile,referral,0
331.2059908526078,4,mobile,referral,0
331.41727546321397,5,tablet,organic,0
299.3876613576543,1,mobile,paid,0
255.1372814257084,9,desktop,paid,0
303.79022790968634,7,mobile,paid,0
266.14191442439443,5,desktop,organic,0
348.7559866708876,4,mobile,paid,0
292.6471309248931,5,mobile,referral,0
258.7251401603744,4,mobile,paid,0
283.93070791735033,1,mobile,direct,0
320.6465727137812,3,tablet,direct,1
271.81377235980125,7,mobile,organic,0
258.8889802216784,6,mobile,organic,1
312.18436057459564,10,mobile,direct,1
312.24832855543616,4,mobile,direct,0
274.6528412314435,5,desktop,organic,1
276.44808471908385,6,tablet,organic,0
311.6024968678818,6,mobile,organic,0
227.5957829251338,8,desktop,direct,0
229.62681128117225,4,mobile,organic,0
264.0777889373782,3,mobile,paid,0
289.32764241440765,3,desktop,referral,0
315.5453782799002,9,mobile,organic,0
373.7678108474776,7,desktop,paid,0
342.88298116010094,2,desktop,organic,0
292.0030735018286,2,mobile,referral,1
299.04918960486555,4,tablet,organic,0
249.87353176810956,6,desktop,paid,0
299.0743432003805,9,mobile,paid,0
285.56706805399307,11,desktop,organic,0
316.1359280169045,4,mobile,organic,0
258.63845282238384,7,tablet,paid,0
325.9673257120586,7,desktop,organic,0
376.6369456501289,3,mobile,referral,0
294.5619925771571,7,mobile,referral,1
320.0855861049471,5,desktop,paid,0
334.5071995855556,2,mobile,paid,0
279.93897640570816,9,mobile,paid,0
311.20462409052084,6,mobile,referral,0
300.62962003908973,3,mobile,paid,0
304.8838049274416,6,mobile,organic,0
261.3495108072267,3,mobile,organic,0
301.22550871294715,2,mobile,paid,0
324.8999145622725,8,desktop,paid,0
372.5571803897521,4,mobile,paid,0
347.96354130426033,5,mobile,organic,0
407.65912287557785,4,mobile,referral,0
261.6326218555975,3,mobile,organic,0
343.6160318360339,4,mobile,organic,0
309.1671002869176,3,mobile,paid,0
409.4901466608836,11,mobile,organic,0
259.5850857322424,6,desktop,paid,0
258.0139078909612,5,desktop,organic,0
270.0303677277989,5,desktop,paid,0
193.80521378450965,5,desktop,paid,1
273.71224891596194,3,desktop,organic,0
262.0433669223151,6,mobile,organic,0
307.5196893238104,4,desktop,referral,0
317.087798788858,5,mobile,paid,0
393.8085419607943,3,desktop,paid,0
347.5211919093025,7,desktop,organic,0
271.15481721687985,3,mobile,paid,0
255.0792664325821,6,mobile,paid,0
324.5959585753253,7,mobile,paid,0
233.9883396489679,1,desktop,referral,0
391.5729382927177,6,desktop,organic,0
358.97200603606433,4,desktop,organic,0
276.5412173947648,2,mobile,referral,0
214.34327354545613,2,desktop,direct,0
367.69361870827066,5,mobile,organic,0
294.2730077373691,5,desktop,paid,0
361.8908155986731,3,mobile,organic,0
220.27861706028165,5,mobile,organic,0
270.03124885231136,11,mobile,organic,0
300.26218498590913,2,desktop,organic,1
302.3490296882371,6,tablet,referral,0
277.4967264260378,5,mobile,paid,0
331.14249661737495,3,mobile,organic,0
246.61897853087027,4,tablet,organic,0
292.8810257489353,10,mobile,referral,0
306.01478158559496,1,desktop,organic,0
325.72194170293744,8,mobile,paid,0
335.5807439044445,3,mobile,organic,0
243.76789540810654,5,desktop,paid,0
223.29429146321888,4,desktop,organic,0
363.88384109492546,11,mobile,organic,0
316.6157005989796,3,mobile,organic,0
262.5756731721723,4,desktop,organic,0
377.55759877612616,3,mobile,paid,1
305.78373171464295,3,desktop,paid,0
358.96485920319134,8,mobile,organic,0
303.37592407050545,1,mobile,organic,0
403.03739624409934,5,tablet,paid,0
387.7670421221602,7,desktop,paid,0
287.5517925760463,3,mobile,direct,0
348.5785475477178,7,desktop,paid,0
332.2687974792574,5,mobile,paid,0
368.43157787661744,7,mobile,paid,0
251.7538269709948,5,tablet,direct,0
334.30257299992195,7,desktop,referral,0
352.9212243424794,5,desktop,organic,0
212.06302567884427,4,mobile,organic,0
240.83707436671125,5,mobile,organic,0
198.03839111199497,11,mobile,paid,0
286.5296582777721,7,mobile,referral,0
335.8771127897981,6,desktop,paid,0
375.1178526048014,3,mobile,organic,0
303.70473902098877,0,desktop,referral,0
381.4307772785646,10,mobile,referral,0
230.99492708925544,5,mobile,organic,1
214.83087803224225,5,mobile,paid,0
297.22261505516906,3,mobile,paid,0
319.20327244696534,4,mobile,referral,0
298.36526259529535,2,tablet,referral,0
196.62789499800618,2,mobile,paid,0
295.5439980243606,7,tablet,paid,0
234.77652497475734,3,mobile,referral,0
333.48362744150194,1,tablet,paid,0
318.3299123048424,3,mobile,organic,0
253.00601068363224,7,tablet,referral,0
274.30665413316535,5,mobile,organic,0
247.0393239055524,5,desktop,organic,0
296.8660451363414,4,tablet,referral,0
347.7571160250619,5,mobile,referral,1
250.71369768322282,5,mobile,paid,0
325.20232577589223,3,mobile,organic,0
273.48711908137795,3,tablet,organic,0
260.3563583868828,6,mobile,organic,0
294.6484820022721,6,mobile,organic,0
248.2378838790313,4,mobile,referral,0
272.3175347326409,9,mobile,organic,0
240.10610537055757,6,desktop,paid,0
398.2362566458195,5,mobile,organic,0
301.7631775985864,5,desktop,direct,0
265.0137246003707,4,tablet,organic,0
310.6989955367111,10,mobile,organic,0
294.3835975154585,6,desktop,organic,0
288.95152002333884,2,mobile,paid,0
330.7083350021713,4,desktop,paid,0
337.87538550236525,3,mobile,paid,0
273.4749426194736,2,desktop,paid,1
271.209087967766,5,mobile,organic,0
286.2474151424178,6,mobile,paid,0
184.90394176322076,5,mobile,paid,0
224.2404468900724,10,mobile,organic,0
368.34371337222626,5,desktop,organic,0
382.2483856750642,5,mobile,organic,0
287.5481980221811,4,desktop,organic,1
328.8278481527883,4,mobile,paid,0
315.5625077271768,3,desktop,organic,0
453.9440404227619,6,mobile,organic,0
355.97874557172884,4,mobile,organic,0
293.6041204259617,2,mobile,direct,0
252.22297796997873,9,desktop,referral,0
219.67768398712138,5,mobile,organic,0
310.17318179336115,9,desktop,organic,1
262.18246273578484,5,desktop,organic,0
228.8873145201163,5,mobile,paid,0
267.67135578787367,1,desktop,organic,1
245.92259981928026,5,mobile,paid,0
384.3570817536282,8,mobile,paid,1
344.08198784747253,6,desktop,referral,1
299.6013679341691,2,desktop,organic,1
373.9972069445013,5,desktop,referral,0
303.86841538238093,5,mobile,referral,0
256.9357899335868,4,mobile,organic,0
376.15620386348286,6,mobile,organic,1
326.9455021842329,5,desktop,organic,0
248.13769228367718,6,mobile,organic,0
290.4830660958196,5,desktop,organic,0
256.21908733076214,4,mobile,paid,0
230.8600134517832,7,mobile,paid,0
346.3088773765821,5,mobile,direct,0
395.47083202350655,7,mobile,organic,0
230.07162130904294,6,mobile,direct,0
328.1484618345285,4,desktop,organic,1
267.46787154390864,8,desktop,referral,0
275.6437308117652,4,mobile,organic,0
270.38030378805655,3,mobile,organic,0
256.8004615160092,5,mobile,referral,0
302.4260813972414,10,desktop,organic,0
258.4524941794481,6,mobile,paid,1
313.5228412889919,4,tablet,paid,0
297.4880945275431,3,mobile,paid,0
288.0525976566795,3,mobile,paid,0
254.6218168979201,5,tablet,referral,0
271.16143347158334,2,mobile,organic,0
337.7695612912878,6,mobile,paid,0
325.04585938121903,2,mobile,referral,0
251.12223776007244,5,mobile,organic,0
304.9666152714613,2,mobile,organic,0
337.5693561685895,6,desktop,referral,0
216.52973594393143,3,desktop,paid,0
327.16800961899673,5,mobile,paid,0
266.86881205270765,2,tablet,organic,1
328.52993342965794,6,mobile,paid,0
261.83704217287413,6,mobile,organic,0
209.75589496677406,7,mobile,paid,1
218.62287810584186,6,mobile,referral,0
302.4042473330691,6,mobile,organic,0
312.9861250860741,4,tablet,paid,0
254.78416874477958,4,mobile,direct,0
331.9296229388687,7,mobile,paid,0
216.923996886552,5,mobile,referral,0
296.6960100676342,5,desktop,paid,0
239.44919001187716,8,desktop,referral,0
267.40819460989206,4,mobile,organic,1
302.3699335658207,2,mobile,organic,0
256.97933173580236,3,mobile,organic,0
280.7722227885087,4,mobile,paid,0
350.31464046072205,6,mobile,referral,0
271.15540652384254,9,mobile,organic,0
341.7846056032571,3,mobile,paid,1
243.5146572671191,5,mobile,referral,0
326.4902088957641,3,mobile,paid,0
372.078431032895,2,tablet,organic,0
176.41777499363553,4,tablet,paid,0
260.1552372264762,9,mobile,organic,0
328.853606359027,4,mobile,organic,0
289.84773069785035,5,mobile,direct,0
318.5572936685654,8,mobile,organic,0
269.80074066420894,8,desktop,organic,0
304.329489373645,5,mobile,referral,0
292.21613823039604,3,desktop,organic,0
358.38910308299035,9,tablet,paid,0
312.7210421650607,2,mobile,organic,0
316.8801331037601,8,mobile,organic,0
279.4061516938766,7,mobile,organic,0
275.6196887963753,6,mobile,organic,0
278.372090609019,9,mobile,paid,1
319.7226071189148,3,mobile,referral,0
278.95077595898687,6,desktop,paid,1
314.48874284482065,7,mobile,direct,0
403.77003993227197,7,mobile,organic,0
343.5562351715846,5,desktop,paid,1
283.69882339160796,5,desktop,paid,0
360.06069610819725,1,mobile,direct,0
279.5962313489224,7,desktop,organic,0
198.0937732411073,4,mobile,paid,1
249.5956844541298,7,mobile,referral,1
206.4604039487072,5,mobile,organic,0
282.42432579793456,5,mobile,referral,0
300.9209189594776,3,desktop,organic,0
383.82186561376415,5,desktop,referral,0
316.34636868820814,5,desktop,direct,0
289.0449735595568,4,mobile,paid,0
341.47027905917446,3,mobile,paid,0
189.44323454960573,3,mobile,organic,0
311.7807279054283,5,mobile,direct,0
338.54325969434836,10,desktop,paid,1
226.0706877110079,2,desktop,organic,0
357.1877021603465,5,mobile,paid,0
316.9248203747207,3,mobile,paid,1
279.2356043049599,4,mobile,organic,0
331.63909330531425,6,mobile,organic,0
413.5346428902198,3,mobile,organic,0
309.09331275292476,4,mobile,paid,0
312.4110293150168,4,mobile,paid,0
277.0319550229878,5,mobile,paid,0
257.5077815267604,8,mobile,referral,0
341.5167908272123,5,mobile,referral,1
257.1958087045566,6,desktop,paid,0
303.5783118609696,3,mobile,organic,0
276.1171276617442,4,tablet,paid,0
323.9489912873196,5,mobile,paid,0
316.68310526434743,6,mobile,paid,0
351.87699721289493,7,mobile,paid,1
274.49918005726266,5,mobile,organic,0
286.5062532353314,2,desktop,direct,0
251.06181421088462,6,mobile,organic,0
277.7853369961944,4,tablet,paid,0
318.8650246522426,2,desktop,organic,0
337.8494308322676,4,mobile,direct,0
253.89173379111872,2,mobile,organic,0
343.480296005283,3,desktop,organic,0
367.78189294024753,4,mobile,organic,0
320.6717451611851,7,desktop,organic,0
393.8397906279033,5,mobile,organic,0
261.3105400448213,5,mobile,paid,0
237.76726483442914,7,mobile,paid,0
211.06398755478608,9,mobile,organic,0
374.8022155744592,7,desktop,organic,1
332.71828281770286,6,mobile,referral,0
297.22076645447726,6,desktop,paid,0
313.998431315991,9,mobile,referral,1
243.72554763508117,2,mobile,paid,0
422.2875989808413,3,mobile,organic,0
306.4610590987614,9,mobile,organic,0
305.46973973024467,3,mobile,organic,0
336.2883311949346,8,mobile,referral,0
324.05046158683564,5,desktop,direct,0
311.19420121395655,4,mobile,paid,0
260.4762772277344,9,mobile,organic,0
323.5734178567998,2,desktop,organic,0
394.1012248237517,5,desktop,organic,0
367.27100230774886,10,mobile,paid,0
379.65933133196984,5,mobile,organic,0
274.43921617844074,4,desktop,direct,0
250.51975898707096,7,mobile,organic,0
293.7106539950176,3,mobile,direct,0
302.78624561443473,6,mobile,referral,0
354.70957592354745,3,desktop,referral,0
215.37676851425903,3,mobile,paid,1
376.4775159730307,4,tablet,paid,0
292.0996050710505,1,mobile,paid,0
278.655946502629,2,desktop,paid,0
249.39478123699163,4,mobile,paid,0
217.25716640671152,5,mobile,direct,0
341.1585291980957,8,desktop,referral,0
303.66589835942017,7,mobile,referral,1
235.5019550129473,7,mobile,referral,0
235.2460613968192,2,mobile,organic,0
283.2107650354936,6,mobile,organic,0
383.45107626446963,8,mobile,paid,1
287.02043243181976,6,desktop,paid,0
224.8428523440947,4,mobile,referral,0
287.7128467957028,4,mobile,paid,0
286.3638215126165,4,mobile,paid,0
165.15566785292143,1,desktop,paid,0
297.2852566741094,6,desktop,organic,1
288.45327348956613,8,mobile,paid,0
334.81031824067094,7,mobile,referral,0
392.44780474726724,7,tablet,organic,0
356.3282514773879,6,mobile,paid,0
286.5555654722585,6,desktop,paid,0
244.6737045629165,4,desktop,organic,1
428.667990162493,3,desktop,organic,0
302.96092170072444,6,mobile,direct,1
300.6964645956473,3,desktop,organic,0
298.79374564449984,10,desktop,organic,0
309.90423803839275,5,mobile,organic,0
292.7819794038029,6,mobile,paid,0
271.3168996559882,6,mobile,paid,0
272.6570529379804,4,mobile,paid,0
298.36233648920006,6,mobile,organic,0
272.82876144331175,5,mobile,referral,0
264.35771086614176,3,mobile,organic,1
305.3215113845948,2,mobile,organic,0
287.2511391289572,3,mobile,paid,1
375.1996494291344,2,desktop,organic,0
167.4515095803494,8,tablet,referral,0
354.5753425961231,7,mobile,direct,0
362.30425962488147,4,mobile,organic,0
196.3304883795925,3,mobile,referral,0
282.8656202959826,3,desktop,referral,0
281.4279567002104,6,desktop,direct,0
229.62441526410893,5,tablet,organic,0
261.1091656204562,1,mobile,paid,0
244.47120772670857,8,tablet,organic,0
387.6135221711811,9,mobile,referral,0
346.7839196573731,4,desktop,organic,0
363.57775474970794,7,mobile,paid,0
336.0836032021617,3,desktop,organic,0
243.54741143913856,7,mobile,organic,0
273.7739866860113,5,desktop,paid,0
324.4687280613959,6,desktop,referral,0
238.89360955540275,8,mobile,paid,0
335.6499215086194,2,mobile,referral,0
287.98373009209325,4,desktop,organic,0
281.25895962252014,9,mobile,paid,0
335.54799841017456,4,mobile,paid,0
322.21316557430197,4,mobile,organic,0
281.95169170904603,3,mobile,paid,0
357.96649016821243,4,mobile,paid,0
245.94683362000512,4,mobile,paid,0
330.7967803472132,6,mobile,referral,0
329.6550628984192,7,mobile,paid,0
284.5226780343005,3,desktop,organic,0
316.3066511121059,6,tablet,organic,0
237.44432118073485,8,desktop,paid,1
346.20135096034505,7,mobile,organic,1
290.75489317785053,3,tablet,organic,0
273.86384897404804,4,mobile,paid,0
352.4504612918445,6,mobile,paid,0
264.782815472862,8,tablet,organic,0
229.57693518182202,3,desktop,referral,0
222.16854132380482,4,desktop,paid,1
330.300497567282,3,desktop,organic,0
235.97853237518586,8,mobile,referral,0
387.7397090992182,1,mobile,paid,0
195.9035296058139,3,desktop,paid,0
384.8228184145019,7,mobile,paid,1
310.55087336013094,5,mobile,organic,1
295.1643444064804,9,desktop,paid,0
272.7540456595525,5,desktop,organic,0
319.9568057176035,4,mobile,direct,0
298.1182648787576,5,desktop,referral,0
355.1650941008261,7,desktop,paid,0
305.71138243310196,3,desktop,organic,0
307.51508807309386,6,mobile,organic,0
281.8193893893072,7,mobile,organic,0
297.15271881394665,4,mobile,paid,0
315.39008844460295,4,mobile,organic,0
214.49158036716872,4,mobile,paid,1
232.59072889471435,3,mobile,organic,1
337.1632047011357,4,mobile,direct,1
308.5432719063971,2,tablet,organic,0
290.80083318236603,7,mobile,direct,0
300.92169665326963,6,desktop,direct,0
317.37908526808354,7,desktop,paid,0
273.0120159845319,5,mobile,referral,0
261.08476372988434,4,tablet,paid,0
309.79226275488406,5,mobile,paid,0
251.0813611192484,4,mobile,organic,1
320.4126377857236,7,desktop,organic,0
214.87081978810798,5,mobile,paid,0
351.4577818662822,6,desktop,paid,0
323.6298741206522,5,mobile,paid,0
